Path,Name,Sex,Age,Phone,ID_Number,Address,Frontal/Lateral,AP/PA,No Finding,Enlarged Cardiomediastinum,Cardiomegaly,Lung Opacity,Lung Lesion,Edema,Consolidation,Pneumonia,Atelectasis,Pneumothorax,Pleural Effusion,Pleural Other,Fracture,Support Devices
CheXpert-v1.0-small/train/patient00720/study1/view1_frontal.jpg,Diana,Female,68,15271786368,411400199603105339,天津市荣市滨城张路i座 993836,Frontal,PA,,,-1,,,0,0,,,,1,,,
CheXpert-v1.0-small/train/patient00720/study1/view2_lateral.jpg,Lillie,Female,68,15507672888,43120019640713916X,湖南省呼和浩特市合川香港街n座 448697,Lateral,,,,-1,,,0,0,,,,1,,,
CheXpert-v1.0-small/train/patient00720/study1/view3_lateral.jpg,Kathryn,Female,68,15151274319,510322200009168899,河北省勇市东丽济南路P座 995334,Lateral,,,,-1,,,0,0,,,,1,,,
CheXpert-v1.0-small/train/patient00721/study1/view1_frontal.jpg,Oscar,Male,50,18956266422,430426199102015526,辽宁省太原县东城许街f座 366116,Frontal,AP,,,,,,0,,,1,0,0,,,
CheXpert-v1.0-small/train/patient00722/study1/view1_frontal.jpg,Gerard,Male,27,13013174990,341503198810152981,四川省荆门市闵行辛集街n座 277937,Frontal,PA,,,,,,,,,,0,,,1,1
CheXpert-v1.0-small/train/patient00722/study1/view2_lateral.jpg,Ismael,Male,27,13120090405,150727199909113894,福建省淮安县城北乌鲁木齐街H座 916807,Lateral,,,,,,,,,,,0,,,1,1
CheXpert-v1.0-small/train/patient00723/study1/view1_frontal.jpg,Paul,Male,57,13239418297,533300200207188506,云南省云县高明段街G座 468865,Frontal,PA,,-1,,,,,0,,,0,0,,,
CheXpert-v1.0-small/train/patient00723/study1/view2_lateral.jpg,Brian,Male,57,13122967748,41138119460807579X,辽宁省秀梅县友好长沙路z座 576374,Lateral,,,-1,,,,,0,,,0,0,,,
CheXpert-v1.0-small/train/patient00724/study2/view1_frontal.jpg,Ellen,Female,55,15866726709,640521195603035554,内蒙古自治区海口市永川长春街o座 852761,Frontal,PA,,,,,,,,,1,0,-1,,,0
CheXpert-v1.0-small/train/patient00724/study1/view1_frontal.jpg,Lady,Female,55,13392300760,15222419750627522X,浙江省西安县黄浦齐齐哈尔街d座 327491,Frontal,PA,,,,,,,,,,1,,,,
CheXpert-v1.0-small/train/patient00725/study1/view1_frontal.jpg,Leon,Male,81,18595463737,510823198803159897,云南省香港市秀英武路y座 620289,Frontal,AP,,,1,1,,1,,,,,1,,,
CheXpert-v1.0-small/train/patient00725/study2/view1_frontal.jpg,Joseph,Male,81,15625571836,510524200605065662,上海市海燕县大兴通辽街b座 462849,Frontal,AP,,,,1,,,0,,-1,,,,,
CheXpert-v1.0-small/train/patient00726/study1/view1_frontal.jpg,Stephanie,Female,40,14560467064,54020219930213112X,天津市台北县怀柔曾街v座 845710,Frontal,AP,,,,,,,,,,-1,,,,1
CheXpert-v1.0-small/train/patient00727/study1/view1_frontal.jpg,Grace,Female,52,13653482871,350802194012286507,浙江省阳县黄浦吴街e座 780991,Frontal,PA,,0,,,,,0,,,0,0,,,
CheXpert-v1.0-small/train/patient00727/study1/view2_lateral.jpg,Judy,Female,52,15278182702,320106196811089367,山东省武汉市翔安台北街t座 990206,Lateral,,,0,,,,,0,,,0,0,,,
CheXpert-v1.0-small/train/patient00728/study1/view1_frontal.jpg,Brandon,Male,43,13870276437,632625195506230068,上海市关岭市清河天津街O座 642030,Frontal,PA,1,,,,,,,0,,,,,,
CheXpert-v1.0-small/train/patient00728/study1/view2_lateral.jpg,Avery,Male,43,13055565870,341225194402112861,内蒙古自治区宁德市长寿辛集路d座 983776,Lateral,,1,,,,,,,0,,,,,,
CheXpert-v1.0-small/train/patient00728/study2/view1_frontal.jpg,David,Male,50,18956409776,321102198601309178,北京市香港市吉区杨路z座 636176,Frontal,PA,,0,,,,,,,1,,0,,,
CheXpert-v1.0-small/train/patient00728/study2/view2_lateral.jpg,Richard,Male,50,15045576778,320508196807027432,山东省桂芝市双滦哈尔滨路e座 302780,Lateral,,,0,,,,,,,1,,0,,,
CheXpert-v1.0-small/train/patient00729/study1/view1_frontal.jpg,Kenneth,Male,68,15244635928,211204196603031468,甘肃省璐市安次巢湖街e座 643810,Frontal,PA,,,,1,1,,-1,,-1,1,1,,,
CheXpert-v1.0-small/train/patient00729/study1/view2_lateral.jpg,Ricky,Male,68,15950908299,820000196507110744,新疆维吾尔自治区兰州县长寿石家庄路c座 886722,Lateral,,,,,1,1,,-1,,-1,1,1,,,
CheXpert-v1.0-small/train/patient00730/study1/view1_frontal.jpg,Arthur,Male,50,13921053253,371602199602126681,北京市瑞县闵行魏街Y座 901021,Frontal,PA,,,,,,,,,1,,1,,,
CheXpert-v1.0-small/train/patient00730/study1/view2_lateral.jpg,Ramon,Male,50,13725348182,53018119780813508X,重庆市佛山县清河戴路e座 545400,Lateral,,,,,,,,,,1,,1,,,
CheXpert-v1.0-small/train/patient00731/study1/view1_frontal.jpg,Jose,Male,58,15734268859,420700199111131810,河北省大冶市秀英杨路e座 123070,Frontal,AP,,,1,,,1,,,1,,1,,,1
CheXpert-v1.0-small/train/patient00731/study2/view1_frontal.jpg,Russell,Male,58,13899653308,411103197906040855,澳门特别行政区大冶市江北宁德路Q座 987385,Frontal,AP,,,,,,,,,1,,1,,,1
CheXpert-v1.0-small/train/patient00732/study1/view1_frontal.jpg,Lauren,Female,48,18645317294,431225194808161761,安徽省杨市沈北新哈尔滨街K座 136901,Frontal,PA,1,0,,0,,,,,,,0,,,
CheXpert-v1.0-small/train/patient00732/study1/view2_lateral.jpg,Tiffany,Female,48,18926893917,230224198310065637,贵州省凤英县清城呼和浩特路R座 373495,Lateral,,1,0,,0,,,,,,,0,,,
CheXpert-v1.0-small/train/patient00733/study1/view1_frontal.jpg,Michael,Male,82,15261949015,460105198506191326,湖南省沈阳市双滦西安路I座 474249,Frontal,PA,,0,,0,,,,,,,0,1,,1
CheXpert-v1.0-small/train/patient00733/study1/view2_lateral.jpg,Jeffrey,Male,82,13046307427,542427199905012752,北京市福州市魏都南昌路J座 164080,Lateral,,,0,,0,,,,,,,0,1,,1
CheXpert-v1.0-small/train/patient00734/study1/view1_frontal.jpg,Rosemarie,Female,72,13722016532,420101200601309131,云南省荆门市大兴张家港街W座 924048,Frontal,AP,,,,,1,,,,,1,,,,
CheXpert-v1.0-small/train/patient00734/study2/view1_frontal.jpg,Edna,Female,72,18941397048,340604196803035658,香港特别行政区惠州县沈北新张路C座 847869,Frontal,AP,,,,,1,,,,,1,,,,
CheXpert-v1.0-small/train/patient00734/study3/view1_frontal.jpg,Christine,Female,72,18645118422,420881195907139573,上海市荣市东城李街W座 918542,Frontal,PA,,,,1,,,,,-1,,-1,,,
CheXpert-v1.0-small/train/patient00734/study3/view2_lateral.jpg,Helen,Female,72,18040553591,430611200503138027,澳门特别行政区齐齐哈尔县永川黄路d座 676356,Lateral,,,,,1,,,,,-1,,-1,,,
CheXpert-v1.0-small/train/patient00735/study1/view1_frontal.jpg,Tom,Male,62,13950652370,620422193707141480,江西省天津市高明薛街f座 532828,Frontal,PA,,0,0,0,,0,,,,,,,1,1
CheXpert-v1.0-small/train/patient00735/study1/view2_lateral.jpg,Joseph,Male,62,15564958690,37142519650421766X,贵州省马鞍山市兴山许街F座 845036,Lateral,,,0,0,0,,0,,,,,,,1,1
CheXpert-v1.0-small/train/patient00735/study2/view1_frontal.jpg,Terrence,Male,64,13672987199,410222194612043209,青海省济南县平山太原街r座 936231,Frontal,PA,1,,,,,,0,,,,,,,
CheXpert-v1.0-small/train/patient00735/study2/view2_lateral.jpg,John,Male,64,15028774232,440514195907013070,陕西省辽阳市崇文南京街p座 766103,Lateral,,1,,,,,,0,,,,,,,
CheXpert-v1.0-small/train/patient00736/study1/view1_frontal.jpg,Donn,Male,68,18779492905,610622198909281096,陕西省淮安市上街宁街L座 908057,Frontal,AP,,0,,,,,,,,0,0,,1,
CheXpert-v1.0-small/train/patient00737/study1/view1_frontal.jpg,Robert,Male,89,13145037498,530902196611148868,广东省丽娟县安次梧州街Y座 447692,Frontal,PA,,,,1,,,,1,,,1,,,
CheXpert-v1.0-small/train/patient00737/study1/view2_lateral.jpg,Dustin,Male,89,13656592694,350823194304227658,西藏自治区北京县闵行祁街W座 944063,Lateral,,,,,1,,,,1,,,1,,,
CheXpert-v1.0-small/train/patient00738/study8/view1_frontal.jpg,Patricia,Female,69,13745124711,620503195606082974,河北省西宁市大东深圳路L座 108046,Frontal,AP,,,,,,,,,,,1,,,1
CheXpert-v1.0-small/train/patient00738/study11/view1_frontal.jpg,Wilhelmina,Female,69,18950293183,371101199003256763,四川省建县六枝特刘路N座 364265,Frontal,AP,,,,1,,-1,,,,,,,,1
CheXpert-v1.0-small/train/patient00738/study16/view1_frontal.jpg,Barbara,Female,69,13141055802,330521196005096383,海南省南宁市沈河惠州路O座 127998,Frontal,AP,,,,1,,,,,,,1,,,1
CheXpert-v1.0-small/train/patient00738/study13/view1_frontal.jpg,Brenda,Female,69,15086133766,230227197304199633,江苏省凤兰县闵行王路f座 127635,Frontal,AP,,,,1,,-1,,-1,,,,,,1
CheXpert-v1.0-small/train/patient00738/study4/view1_frontal.jpg,Lynette,Female,69,15727190678,410703199707077533,江西省石家庄县白云淮安街O座 497728,Frontal,AP,,,,1,,1,,,,,1,,,
CheXpert-v1.0-small/train/patient00738/study7/view1_frontal.jpg,Nancy,Female,69,13419818086,370523196604155058,湖南省敏市白云福州路T座 278412,Frontal,AP,,,,1,,,,,,,1,,,1
CheXpert-v1.0-small/train/patient00738/study1/view1_frontal.jpg,Suzanne,Female,69,15227630634,350128198101047907,江苏省东莞县黄浦郑州路I座 431064,Frontal,AP,,,1,,,1,,,,,,,,1
CheXpert-v1.0-small/train/patient00738/study2/view1_frontal.jpg,Lori,Female,69,15187266273,65292919740816097X,广西壮族自治区乌鲁木齐县房山崔路Q座 449854,Frontal,AP,,,,,,1,,,,,,,,1
CheXpert-v1.0-small/train/patient00738/study15/view1_frontal.jpg,Harriet,Female,69,15183759697,542229198508086595,香港特别行政区呼和浩特市沙湾东莞街y座 166702,Frontal,AP,,,,1,,,,,,,1,,,1
CheXpert-v1.0-small/train/patient00738/study10/view1_frontal.jpg,Diana,Female,69,15215281574,640105197602072318,宁夏回族自治区丹丹市徐汇毛街E座 993569,Frontal,AP,,,,1,,-1,,-1,,,,,,1
CheXpert-v1.0-small/train/patient00738/study14/view1_frontal.jpg,Shirley,Female,69,18667670023,34160120000305793X,澳门特别行政区峰市清城西宁路t座 153649,Frontal,AP,,,,1,,,,,,,1,,,1
CheXpert-v1.0-small/train/patient00738/study9/view1_frontal.jpg,Christine,Female,69,15968141143,469027198303155983,澳门特别行政区佛山市滨城海门路i座 651352,Frontal,AP,,,,1,,,,,,,1,,,1
CheXpert-v1.0-small/train/patient00738/study12/view1_frontal.jpg,Maggie,Female,69,14538784654,230421194706123382,云南省宜都市城东太原街w座 773106,Frontal,AP,,,,1,,-1,,,,,,,,1
CheXpert-v1.0-small/train/patient00738/study18/view1_frontal.jpg,Shirley,Female,69,15646118139,231101194308162107,天津市英市淄川汕尾街a座 294362,Frontal,AP,,,,1,,,1,,1,,,,,1
CheXpert-v1.0-small/train/patient00738/study17/view1_frontal.jpg,Mabel,Female,69,13777686126,130130200704164273,广东省西安县长寿游路H座 486981,Frontal,AP,,,,1,,,,,,,1,,,1
CheXpert-v1.0-small/train/patient00738/study6/view1_frontal.jpg,Joann,Female,69,13155370500,610901198410155730,辽宁省广州市南湖古街E座 585604,Frontal,AP,,,1,,,,,,1,,1,,,1
CheXpert-v1.0-small/train/patient00738/study3/view1_frontal.jpg,Susan,Female,69,13060038924,420000198907215371,青海省杭州县锡山拉萨路T座 601754,Frontal,AP,,,,,,1,,,,,,,,1
CheXpert-v1.0-small/train/patient00738/study5/view1_frontal.jpg,Audrey,Female,69,13175768185,130730199110027623,香港特别行政区武汉县永川曹街d座 537800,Frontal,AP,,,1,1,,1,,,,,1,,,1
CheXpert-v1.0-small/train/patient00739/study1/view1_frontal.jpg,Mario,Male,65,15715945398,430281198504219598,贵州省桂花市海港王路Z座 195084,Frontal,AP,,,,1,,1,,,-1,,,,,1
CheXpert-v1.0-small/train/patient00739/study2/view1_frontal.jpg,Daniel,Male,65,15313269951,441821198810225696,山西省丽丽县兴山六安路M座 735026,Frontal,AP,,,,1,,-1,,-1,,,,,,
CheXpert-v1.0-small/train/patient00739/study3/view1_frontal.jpg,William,Male,66,13009719074,211400199708271408,上海市柳市朝阳徐路T座 871688,Frontal,AP,,,,1,,-1,,-1,,,,,,1
CheXpert-v1.0-small/train/patient00740/study1/view1_frontal.jpg,Gregory,Male,75,15396306654,410822193904133976,上海市荆门县江北吴街m座 539373,Frontal,PA,,,0,,,,0,,,0,0,,,
CheXpert-v1.0-small/train/patient00740/study1/view2_lateral.jpg,Ronnie,Male,75,13620677767,150724195212156686,安徽省沈阳县秀英冯街q座 161746,Lateral,,,,0,,,,0,,,0,0,,,
CheXpert-v1.0-small/train/patient00740/study2/view1_frontal.jpg,Tyrone,Male,75,18896828829,360104197804020256,甘肃省潮州市清城何街k座 900473,Frontal,AP,,,1,1,,0,,,-1,,1,,,1
CheXpert-v1.0-small/train/patient00741/study1/view1_frontal.jpg,Harry,Male,79,14523069839,15040020070309974X,新疆维吾尔自治区张家港市黄浦辽阳街C座 611967,Frontal,AP,,,,1,,,0,-1,,,,,,
CheXpert-v1.0-small/train/patient00742/study7/view1_frontal.jpg,Ella,Female,60,13298244613,652301196507105817,澳门特别行政区萍市蓟州齐齐哈尔路N座 527264,Frontal,PA,,,,1,,,-1,,,0,1,1,,0
CheXpert-v1.0-small/train/patient00742/study7/view2_lateral.jpg,Jennifer,Female,60,13069032057,331121198408074275,湖南省超县金平佛山街E座 907905,Lateral,,,,,1,,,-1,,,0,1,1,,0
CheXpert-v1.0-small/train/patient00742/study2/view1_frontal.jpg,Renae,Female,60,18804868688,341282198301032446,河北省齐齐哈尔县静安石家庄路n座 525485,Frontal,AP,,,,1,,,,,,1,1,,,1
CheXpert-v1.0-small/train/patient00742/study4/view1_frontal.jpg,Marion,Female,60,15008472784,370203194512177590,辽宁省秀芳县东城重庆路C座 723630,Frontal,AP,,,,,,,,,,1,1,,,1
CheXpert-v1.0-small/train/patient00742/study1/view1_frontal.jpg,Linda,Female,60,13396934544,130101194406118332,河南省关岭县海陵唐街t座 187733,Frontal,AP,,,,1,,,,,,1,1,,,1
CheXpert-v1.0-small/train/patient00742/study3/view1_frontal.jpg,Margaret,Female,60,15791978824,150400197311147752,吉林省张家港市滨城辛集街T座 177348,Frontal,AP,,,,,,,,,,1,,,,1
CheXpert-v1.0-small/train/patient00742/study5/view1_frontal.jpg,Dorothy,Female,60,18253550156,140202194805089042,浙江省梅市南湖张路K座 394877,Frontal,AP,,,,1,,,,,,1,,,,1
CheXpert-v1.0-small/train/patient00742/study6/view1_frontal.jpg,Mary,Female,60,14528613058,445203195004309144,黑龙江省瑞县双滦乌鲁木齐街K座 444269,Frontal,AP,,,,,,,,,,1,1,,,1
CheXpert-v1.0-small/train/patient00743/study1/view1_frontal.jpg,Aaron,Male,48,15771565269,542625198906289634,河北省西安县金平太原街S座 584876,Frontal,PA,1,,,,,0,,,,,0,,,
CheXpert-v1.0-small/train/patient00743/study1/view2_lateral.jpg,Tommy,Male,48,13041075023,350124196112297376,广东省璐县西夏嘉禾街T座 797733,Lateral,,1,,,,,0,,,,,0,,,
CheXpert-v1.0-small/train/patient00744/study3/view1_frontal.jpg,Ronald,Male,84,15063076350,150207198701118584,辽宁省太原市淄川杭州街O座 923805,Frontal,PA,,,,1,,,,,,1,1,,,
CheXpert-v1.0-small/train/patient00744/study3/view3_lateral.jpg,Raymond,Male,84,15195711814,420101194712066373,山东省玉市闵行荆门街G座 157596,Lateral,,,,,1,,,,,,1,1,,,
CheXpert-v1.0-small/train/patient00744/study3/view2_frontal.jpg,Richard,Male,84,13956349393,320312193603272137,天津市南昌县兴山李街n座 376758,Frontal,PA,,,,1,,,,,,1,1,,,
CheXpert-v1.0-small/train/patient00744/study1/view1_frontal.jpg,Joan,Male,84,18748146324,510904197408253113,江苏省倩县丰都通辽路a座 789561,Frontal,AP,,,,-1,,,1,,-1,1,,,-1,
CheXpert-v1.0-small/train/patient00744/study1/view2_lateral.jpg,Kenny,Male,84,13087787097,140923196708156265,河北省娜市花溪倪路E座 487082,Lateral,,,,,-1,,,1,,-1,1,,,-1,
CheXpert-v1.0-small/train/patient00744/study2/view1_frontal.jpg,Victor,Male,84,18918682711,652901196805284887,云南省昆明市牧野赵路c座 407508,Frontal,AP,,,,,,,,,,-1,,,,0
CheXpert-v1.0-small/train/patient00745/study1/view1_frontal.jpg,Catherine,Female,68,18536941599,340703198910212160,新疆维吾尔自治区淮安县南溪银川路G座 837815,Frontal,AP,,,1,,,1,,,,0,,,,1
CheXpert-v1.0-small/train/patient00746/study1/view1_frontal.jpg,Steven,Male,68,18193815443,522701196706129267,浙江省嘉禾市涪城太原街b座 526173,Frontal,AP,,,,,,,,,,,1,,,1
CheXpert-v1.0-small/train/patient00747/study1/view1_frontal.jpg,Marcos,Male,81,15877837379,430724198710102972,台湾省淑英县吉区李路h座 863669,Frontal,AP,,,,1,,-1,,-1,,,1,,,
CheXpert-v1.0-small/train/patient00748/study1/view1_frontal.jpg,Frank,Male,66,14501135790,421222197701245036,四川省辛集市兴山武汉路o座 553374,Frontal,PA,,0,,1,,,,1,,,0,,,
CheXpert-v1.0-small/train/patient00748/study1/view2_frontal.jpg,John,Male,66,13098516747,230321195605043278,辽宁省太原县普陀赵街h座 952075,Frontal,AP,,0,,1,,,,1,,,0,,,
CheXpert-v1.0-small/train/patient00748/study1/view3_lateral.jpg,Terrence,Male,66,13049875534,469029193703278341,新疆维吾尔自治区秀华县海陵高路Z座 722620,Lateral,,,0,,1,,,,1,,,0,,,
CheXpert-v1.0-small/train/patient00749/study1/view1_frontal.jpg,Phillip,Male,54,15567574007,451281193910086163,天津市辉市大兴朱街f座 309128,Frontal,PA,,,,1,1,,-1,,1,,1,,,
CheXpert-v1.0-small/train/patient00749/study2/view1_frontal.jpg,Kevin,Male,54,15036664981,36102419760124172X,广西壮族自治区云市西峰孔街i座 774483,Frontal,AP,,,,1,,,,,,,1,,,1
CheXpert-v1.0-small/train/patient00750/study6/view1_frontal.jpg,Noah,Male,68,18259102116,130727200210175081,上海市峰市华龙柳州路c座 877226,Frontal,PA,,,,1,,,,,,0,,,,
CheXpert-v1.0-small/train/patient00750/study6/view2_lateral.jpg,Jason,Male,68,18195067804,610322197706026123,内蒙古自治区金凤市花溪李路d座 939838,Lateral,,,,,1,,,,,,0,,,,
CheXpert-v1.0-small/train/patient00750/study35/view1_frontal.jpg,Patrick,Male,69,13768579916,620321195609215287,天津市静县淄川李路o座 876888,Frontal,PA,,1,,1,,,,,,0,1,,,
CheXpert-v1.0-small/train/patient00750/study35/view2_lateral.jpg,Robbie,Male,69,14561332814,620302197410127335,广西壮族自治区波县双滦邯郸路V座 351271,Lateral,,,1,,1,,,,,,0,1,,,
CheXpert-v1.0-small/train/patient00750/study10/view1_frontal.jpg,Martin,Male,68,18562681418,371323195212172110,北京市广州市徐汇阎街q座 870305,Frontal,AP,,,,1,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00750/study31/view1_frontal.jpg,Roy,Male,68,15796314380,511025195304266918,河北省畅县秀英李街L座 902772,Frontal,AP,,,,1,,,,,,,1,,,1
CheXpert-v1.0-small/train/patient00750/study15/view1_frontal.jpg,Kurtis,Male,68,18969742955,220284199003046072,陕西省广州市东丽巢湖路O座 844239,Frontal,AP,,,,1,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00750/study7/view1_frontal.jpg,Kevin,Male,68,15622625293,230710199404273633,澳门特别行政区雪市上街周路p座 464346,Frontal,AP,,,,,,,,,,1,,,,1
CheXpert-v1.0-small/train/patient00750/study9/view1_frontal.jpg,Steven,Male,68,13171823158,330727195612031674,宁夏回族自治区畅县山亭东莞路R座 582024,Frontal,AP,,,,1,,,,,,1,1,,,1
CheXpert-v1.0-small/train/patient00750/study8/view1_frontal.jpg,Brent,Male,68,15615110622,210503195201305088,甘肃省桂花市安次劳街m座 770845,Frontal,AP,,,,,,,,,,1,,,,1
CheXpert-v1.0-small/train/patient00750/study33/view1_frontal.jpg,Bruce,Male,69,14500270251,513425199402128043,重庆市兴城市高港海门街g座 162403,Frontal,AP,,,,,,,1,,,,1,,,
CheXpert-v1.0-small/train/patient00750/study33/view2_lateral.jpg,Loren,Male,69,13288771240,230708196507121784,辽宁省杭州县高坪太原路x座 735479,Lateral,,,,,,,,1,,,,1,,,
CheXpert-v1.0-small/train/patient00750/study30/view1_frontal.jpg,Michael,Male,68,15526583538,330104196412103036,广西壮族自治区瑜县门头沟永安路H座 706004,Frontal,AP,,,,1,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00750/study32/view1_frontal.jpg,John,Male,69,15924894190,500228197801051180,安徽省武汉市丰都李街E座 172566,Frontal,AP,,,-1,1,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00750/study21/view1_frontal.jpg,John,Male,68,13328155993,411423199009105330,江西省凯县普陀关岭路q座 679679,Frontal,AP,,,,1,,,,,,,1,,,
CheXpert-v1.0-small/train/patient00750/study16/view1_frontal.jpg,Joshua,Male,68,13675001889,360105194108188330,台湾省林县秀英海口街j座 475965,Frontal,AP,,,,1,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00750/study20/view1_frontal.jpg,Alva,Male,68,15292238980,130624199506201437,吉林省辛集县门头沟马街w座 924422,Frontal,AP,,1,,1,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00750/study20/view2_lateral.jpg,Carl,Male,68,15203354698,330327194509241466,内蒙古自治区莹市梁平何街M座 534838,Lateral,,,1,,1,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00750/study11/view1_frontal.jpg,Stephen,Male,68,18834651389,510626197101302736,宁夏回族自治区郑州市黄浦长春街Y座 111419,Frontal,AP,,,,1,,,,,1,,1,,1,1
CheXpert-v1.0-small/train/patient00750/study23/view1_frontal.jpg,Joseph,Male,68,13409024628,440601195706170057,内蒙古自治区郑州市清河李街H座 689553,Frontal,AP,,1,,1,,1,,,,,1,,,1
CheXpert-v1.0-small/train/patient00750/study34/view1_frontal.jpg,John,Male,69,14530571593,621026194712043753,重庆市郑州县双滦汕尾路d座 736205,Frontal,AP,,-1,,1,,,,,,1,1,,,
CheXpert-v1.0-small/train/patient00750/study18/view1_frontal.jpg,Sylvester,Male,68,15354561172,652122198005030923,吉林省成县蓟州杨街Z座 123634,Frontal,AP,,,,,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00750/study12/view1_frontal.jpg,John,Male,68,15762578999,360202200201035528,福建省宜都市黄浦沈路V座 896171,Frontal,AP,,,,1,,,,,,,1,,,
CheXpert-v1.0-small/train/patient00750/study1/view1_frontal.jpg,Michael,Male,67,13268304725,140402197408311863,河北省拉萨县浔阳广州街c座 147089,Frontal,AP,,0,,-1,,,,,,0,0,,,
CheXpert-v1.0-small/train/patient00750/study24/view1_frontal.jpg,Michael,Male,68,13642752915,640205197301215368,河北省坤县崇文陈路C座 304147,Frontal,AP,,,,1,,1,,1,1,,,,,1
CheXpert-v1.0-small/train/patient00750/study26/view1_frontal.jpg,Michael,Male,68,15878729080,540226199606219199,贵州省马鞍山县南长丁路D座 648298,Frontal,AP,,1,1,,,,1,,,,1,,,
CheXpert-v1.0-small/train/patient00750/study13/view1_frontal.jpg,Angel,Male,68,15941532285,430121199707304867,青海省哈尔滨县吉区兴城路G座 854297,Frontal,AP,,,,1,,,1,,,0,1,,,1
CheXpert-v1.0-small/train/patient00750/study2/view2_lateral.jpg,James,Male,67,13105959027,140226198006206336,新疆维吾尔自治区阳县山亭上海街M座 885213,Lateral,,,-1,,,,,0,,,0,0,,,
CheXpert-v1.0-small/train/patient00750/study2/view1_frontal.jpg,Jesse,Male,67,13520845934,210381199212081039,台湾省慧市上街香港路w座 401650,Frontal,AP,,-1,,,,,0,,,0,0,,,
CheXpert-v1.0-small/train/patient00750/study19/view1_frontal.jpg,James,Male,68,14532232003,451301197103245828,内蒙古自治区晨市怀柔兰州街S座 886322,Frontal,AP,,-1,,,,1,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00750/study14/view1_frontal.jpg,Michael,Male,68,18004276798,230822195706049867,河北省六安县华龙沈街h座 322773,Frontal,AP,,,1,1,,0,,,1,0,1,,,1
CheXpert-v1.0-small/train/patient00750/study4/view1_frontal.jpg,Alfredo,Male,68,15636289073,610327200511033776,广西壮族自治区欢县闵行六安街T座 994232,Frontal,AP,,,,1,,,,,1,1,-1,,,1
CheXpert-v1.0-small/train/patient00750/study25/view1_frontal.jpg,Christopher,Male,68,15278324338,370400199109237404,辽宁省潜江市吉区辽阳街X座 692095,Frontal,AP,,,,1,,1,,,,,1,,,1
CheXpert-v1.0-small/train/patient00750/study22/view1_frontal.jpg,David,Male,68,14504069783,653126196501217567,甘肃省巢湖县南长赖街H座 359959,Frontal,AP,,,,1,,,,,,,1,,,1
CheXpert-v1.0-small/train/patient00750/study29/view1_frontal.jpg,Joseph,Male,68,13452871338,410527198301192318,广东省英市白云李街N座 753864,Frontal,AP,,,,1,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00750/study27/view1_frontal.jpg,Stephen,Male,68,14594829507,34012319390825971X,吉林省辽阳市和平齐齐哈尔路V座 810232,Frontal,AP,,,,,,,1,,,,1,,,
CheXpert-v1.0-small/train/patient00750/study3/view1_frontal.jpg,Francisco,Male,67,13979987763,411426196506282982,湖南省柳州市南溪西安街R座 859683,Frontal,AP,,,,-1,,,,,,0,,,,
CheXpert-v1.0-small/train/patient00750/study17/view1_frontal.jpg,Sherman,Male,68,14769153049,410527200701194857,辽宁省佳县双滦马路r座 824879,Frontal,AP,,,,1,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00750/study5/view1_frontal.jpg,John,Male,68,15673875163,350201199706076313,重庆市齐齐哈尔市和平王路B座 820204,Frontal,AP,,,,1,,,,,,1,1,,,0
CheXpert-v1.0-small/train/patient00750/study28/view1_frontal.jpg,Richard,Male,68,15073779994,420802197611027058,辽宁省杰县安次刘街y座 156112,Frontal,AP,,-1,-1,1,,,,,,0,1,,,1
CheXpert-v1.0-small/train/patient00751/study1/view1_frontal.jpg,Jacqueline,Female,68,13406248446,522722198203281671,上海市永安市长寿李路U座 536310,Frontal,PA,1,,0,,,,0,,,0,0,,,
CheXpert-v1.0-small/train/patient00751/study1/view2_lateral.jpg,Amy,Female,68,15594237535,410104194310148082,山西省亮市清浦高路K座 711414,Lateral,,1,,0,,,,0,,,0,0,,,
CheXpert-v1.0-small/train/patient00752/study1/view1_frontal.jpg,Rachel,Female,83,18085851712,469028194501223965,广西壮族自治区西安县江北武汉街p座 650596,Frontal,AP,,,1,1,,,,,,0,-1,-1,,1
CheXpert-v1.0-small/train/patient00752/study2/view1_frontal.jpg,Mary,Female,83,18219565093,211404197502136012,广东省梧州县怀柔张街D座 211632,Frontal,AP,,,1,1,,,,,,0,-1,1,,1
CheXpert-v1.0-small/train/patient00752/study2/view2_lateral.jpg,Beverly,Female,83,18943302678,230404196310206379,香港特别行政区六安县大兴辽阳路N座 441642,Lateral,,,,1,1,,,,,,0,-1,1,,1
CheXpert-v1.0-small/train/patient00753/study1/view1_frontal.jpg,Loren,Male,77,13731688696,620725199003077962,西藏自治区哈尔滨市平山陈街z座 630852,Frontal,AP,,,0,1,-1,-1,,-1,1,,,,,
